192000
1.25e-07
0.000125
120.0 20.0 120.0
120.0 20.0 120.5
120.0 20.0 121.0
120.0 20.0 121.5
120.0 20.0 122.0
120.0 20.0 122.5
120.0 20.0 123.0
120.0 20.0 123.5
120.0 20.0 124.0
120.0 20.0 124.5
120.0 20.0 125.0
120.0 20.0 125.5
120.0 20.0 126.0
120.0 20.0 126.5
120.0 20.0 127.0
120.0 20.0 127.5
120.0 20.0 128.0
120.0 20.0 128.5
120.0 20.0 129.0
120.0 20.0 129.5
120.0 20.0 130.0
120.0 20.0 130.5
120.0 20.0 131.0
120.0 20.0 131.5
120.0 20.0 132.0
120.0 20.0 132.5
120.0 20.0 133.0
120.0 20.0 133.5
120.0 20.0 134.0
120.0 20.0 134.5
120.0 20.0 135.0
120.0 20.0 135.5
120.0 20.0 136.0
120.0 20.0 136.5
120.0 20.0 137.0
120.0 20.0 137.5
120.0 20.0 138.0
120.0 20.0 138.5
120.0 20.0 139.0
120.0 20.0 139.5
120.0 20.5 120.0
120.0 20.5 120.5
120.0 20.5 121.0
120.0 20.5 121.5
120.0 20.5 122.0
120.0 20.5 122.5
120.0 20.5 123.0
120.0 20.5 123.5
120.0 20.5 124.0
120.0 20.5 124.5
120.0 20.5 125.0
120.0 20.5 125.5
120.0 20.5 126.0
120.0 20.5 126.5
120.0 20.5 127.0
120.0 20.5 127.5
120.0 20.5 128.0
120.0 20.5 128.5
120.0 20.5 129.0
120.0 20.5 129.5
120.0 20.5 130.0
120.0 20.5 130.5
120.0 20.5 131.0
120.0 20.5 131.5
120.0 20.5 132.0
120.0 20.5 132.5
120.0 20.5 133.0
120.0 20.5 133.5
120.0 20.5 134.0
120.0 20.5 134.5
120.0 20.5 135.0
120.0 20.5 135.5
120.0 20.5 136.0
120.0 20.5 136.5
120.0 20.5 137.0
120.0 20.5 137.5
120.0 20.5 138.0
120.0 20.5 138.5
120.0 20.5 139.0
120.0 20.5 139.5
120.0 21.0 120.0
120.0 21.0 120.5
120.0 21.0 121.0
120.0 21.0 121.5
120.0 21.0 122.0
120.0 21.0 122.5
120.0 21.0 123.0
120.0 21.0 123.5
120.0 21.0 124.0
120.0 21.0 124.5
120.0 21.0 125.0
120.0 21.0 125.5
120.0 21.0 126.0
120.0 21.0 126.5
120.0 21.0 127.0
120.0 21.0 127.5
120.0 21.0 128.0
120.0 21.0 128.5
120.0 21.0 129.0
120.0 21.0 129.5
120.0 21.0 130.0
120.0 21.0 130.5
120.0 21.0 131.0
120.0 21.0 131.5
120.0 21.0 132.0
120.0 21.0 132.5
120.0 21.0 133.0
120.0 21.0 133.5
120.0 21.0 134.0
120.0 21.0 134.5
120.0 21.0 135.0
120.0 21.0 135.5
120.0 21.0 136.0
120.0 21.0 136.5
120.0 21.0 137.0
120.0 21.0 137.5
120.0 21.0 138.0
120.0 21.0 138.5
120.0 21.0 139.0
120.0 21.0 139.5
120.0 21.5 120.0
120.0 21.5 120.5
120.0 21.5 121.0
120.0 21.5 121.5
120.0 21.5 122.0
120.0 21.5 122.5
120.0 21.5 123.0
120.0 21.5 123.5
120.0 21.5 124.0
120.0 21.5 124.5
120.0 21.5 125.0
120.0 21.5 125.5
120.0 21.5 126.0
120.0 21.5 126.5
120.0 21.5 127.0
120.0 21.5 127.5
120.0 21.5 128.0
120.0 21.5 128.5
120.0 21.5 129.0
120.0 21.5 129.5
120.0 21.5 130.0
120.0 21.5 130.5
120.0 21.5 131.0
120.0 21.5 131.5
120.0 21.5 132.0
120.0 21.5 132.5
120.0 21.5 133.0
120.0 21.5 133.5
120.0 21.5 134.0
120.0 21.5 134.5
120.0 21.5 135.0
120.0 21.5 135.5
120.0 21.5 136.0
120.0 21.5 136.5
120.0 21.5 137.0
120.0 21.5 137.5
120.0 21.5 138.0
120.0 21.5 138.5
120.0 21.5 139.0
120.0 21.5 139.5
120.0 22.0 120.0
120.0 22.0 120.5
120.0 22.0 121.0
