14815
1.25e-07
0.000125
20.5 62.5 20.5
20.5 62.5 21.0
20.5 62.5 21.5
20.5 62.5 22.0
20.5 62.5 24.5
20.5 62.5 25.0
20.5 62.5 25.5
20.5 62.5 26.0
20.5 63.0 21.0
20.5 63.0 21.5
20.5 63.0 22.0
20.5 63.0 22.5
20.5 63.0 23.0
20.5 63.0 24.0
20.5 63.0 24.5
20.5 63.0 25.0
20.5 63.0 25.5
20.5 63.0 26.0
20.5 63.5 21.0
20.5 63.5 21.5
20.5 63.5 22.0
20.5 63.5 22.5
20.5 63.5 23.0
20.5 63.5 24.0
20.5 63.5 24.5
20.5 63.5 25.0
20.5 63.5 25.5
20.5 63.5 26.0
20.5 63.5 26.5
20.5 64.0 21.0
20.5 64.0 21.5
20.5 64.0 22.0
20.5 64.0 22.5
20.5 64.0 23.0
20.5 64.0 24.5
20.5 64.0 25.0
20.5 64.0 25.5
20.5 64.0 26.0
20.5 64.5 22.0
20.5 64.5 22.5
20.5 64.5 23.0
20.5 64.5 25.5
20.5 65.0 22.0
20.5 65.0 22.5
21.0 61.5 25.0
21.0 62.0 24.0
21.0 62.0 24.5
21.0 62.0 25.0
21.0 62.0 25.5
21.0 62.0 26.0
21.0 62.0 26.5
21.0 62.0 27.0
21.0 62.5 21.0
21.0 62.5 21.5
21.0 62.5 22.0
21.0 62.5 22.5
21.0 62.5 23.0
21.0 62.5 23.5
21.0 62.5 24.0
21.0 62.5 24.5
21.0 62.5 25.0
21.0 62.5 25.5
21.0 62.5 26.0
21.0 62.5 26.5
21.0 62.5 27.0
21.0 63.0 21.0
21.0 63.0 21.5
21.0 63.0 22.0
21.0 63.0 22.5
21.0 63.0 23.0
21.0 63.0 23.5
21.0 63.0 24.0
21.0 63.0 24.5
21.0 63.0 25.0
21.0 63.0 25.5
21.0 63.0 26.0
21.0 63.0 26.5
21.0 63.0 27.0
21.0 63.5 21.0
21.0 63.5 21.5
21.0 63.5 22.0
21.0 63.5 22.5
21.0 63.5 23.0
21.0 63.5 23.5
21.0 63.5 24.0
21.0 63.5 24.5
21.0 63.5 25.0
21.0 63.5 25.5
21.0 63.5 26.0
21.0 63.5 26.5
21.0 63.5 27.0
21.0 64.0 21.0
21.0 64.0 21.5
21.0 64.0 22.0
21.0 64.0 22.5
21.0 64.0 23.0
21.0 64.0 23.5
21.0 64.0 24.0
21.0 64.0 24.5
21.0 64.0 25.0
21.0 64.0 25.5
21.0 64.0 26.0
21.0 64.0 26.5
21.0 64.0 27.0
21.0 64.5 21.0
21.0 64.5 21.5
21.0 64.5 22.0
21.0 64.5 22.5
21.0 64.5 23.0
21.0 64.5 23.5
21.0 64.5 24.0
21.0 64.5 24.5
21.0 64.5 25.0
21.0 64.5 25.5
21.0 64.5 26.0
21.0 65.0 21.0
21.0 65.0 21.5
21.0 65.0 22.0
21.0 65.0 22.5
21.0 65.0 23.0
21.0 65.0 23.5
21.0 65.0 24.5
21.0 65.0 25.5
21.0 65.5 21.5
21.0 65.5 22.0
21.0 65.5 22.5
21.0 65.5 23.0
21.0 66.0 22.0
21.0 66.0 22.5
21.5 61.5 24.0
21.5 61.5 24.5
21.5 61.5 25.0
21.5 61.5 25.5
21.5 61.5 26.0
21.5 61.5 26.5
21.5 62.0 23.5
21.5 62.0 24.0
21.5 62.0 24.5
21.5 62.0 25.0
21.5 62.0 25.5
21.5 62.0 26.0
21.5 62.0 26.5
21.5 62.0 27.0
21.5 62.5 21.0
21.5 62.5 21.5
21.5 62.5 22.0
21.5 62.5 22.5
21.5 62.5 23.0
21.5 62.5 23.5
21.5 62.5 24.0
21.5 62.5 24.5
21.5 62.5 25.0
21.5 62.5 25.5
21.5 62.5 26.0
21.5 62.5 26.5
21.5 62.5 27.0
21.5 63.0 21.0
21.5 63.0 21.5
21.5 63.0 22.0
21.5 63.0 22.5
21.5 63.0 23.0
21.5 63.0 23.5
21.5 63.0 24.0
21.5 63.0 24.5
21.5 63.0 25.0
21.5 63.0 25.5
21.5 63.0 26.0
21.5 63.0 26.5
21.5 63.0 27.0
21.5 63.0 27.5
21.5 63.5 21.0
21.5 63.5 21.5
21.5 63.5 22.0
21.5 63.5 22.5
21.5 63.5 23.0
21.5 63.5 23.5
21.5 63.5 24.0
21.5 63.5 24.5
21.5 63.5 25.0
21.5 63.5 25.5
21.5 63.5 26.0
21.5 63.5 26.5
21.5 63.5 27.0
21.5 63.5 27.5
21.5 64.0 21.0
21.5 64.0 21.5
21.5 64.0 22.0
21.5 64.0 22.5
21.5 64.0 23.0
21.5 64.0 23.5
21.5 64.0 24.0
21.5 64.0 24.5
21.5 64.0 25.0
21.5 64.0 25.5
21.5 64.0 26.0
21.5 64.0 26.5
21.5 64.0 27.0
21.5 64.0 27.5
21.5 64.5 21.0
21.5 64.5 21.5
21.5 64.5 22.0
21.5 64.5 22.5
21.5 64.5 23.0
21.5 64.5 23.5
21.5 64.5 24.0
21.5 64.5 24.5
21.5 64.5 25.0
21.5 64.5 25.5
21.5 64.5 26.0
21.5 65.0 21.0
21.5 65.0 21.5
21.5 65.0 22.0
21.5 65.0 22.5
21.5 65.0 23.0
21.5 65.0 23.5
21.5 65.0 24.0
21.5 65.0 24.5
